Month,Jan,Feb,Mar,Apr,May,Jun
Group,"Morpheus
GD LockerSec
Windows Locker
Nnice","Weyhro
Run Some Wares
Linkc
Kraken
Orion
LCRYX
Core
NailaoLocker","RALord
Arkana Security
Frag
Vanhelsing
Hades Leaks
NightSpire
Mamona R.I.P
CrazyHunter
Secp0
OX Thief
Skira
SuperBlack
QWCrypt","Gunra
Silent
BlackLock
LEAKNET Blog
Crypto24
Devman
AiLock
CHAOS
Lyrix","Dire Wolf
DataCarry
WorldLeaks
IMN Crew
J Group","Warlock
Kawa4096
DataVault
Teamxxx
Nova
WALocker
Global
Cyberex
PêşmergeX
B0 Group
Lucky_Gh0$t
CyberLock"